,acc.date,type,reg,operator,fat,location,dmg
1182,2018-09-18,Antonov An-2R,YU-BRK,STS Aviatsija,0.0,near Jagodina,sub
1183,2018-09-18,British Aerospace BAe-125-700A,N109BG,Starjet Inc.,0.0,"Santa Fe Airport, NM (SAF)",sub
1184,2018-09-20,Embraer EMB-120ER Brasilia,N233SW,Berry Aviation,0.0,"south of Lake Jackson, TX",sub
1185,2018-09-23,Boeing 757-224 (WL),N13113,United Airlines,0.0,"Newark Liberty International Airport, NJ (ERW/KEWR)",non
1186,2018-09-24,Honda HA-420 HondaJet,PR-TLZ,América Latina Tecnologia Agrícola - ALTA,0.0,"Foz do Iguaçu/Cataratas Airport, PR (IGU/SBFI)",sub
1187,2018-09-24,Airbus A340-313,RP-C3435,Philippine Air Lines,0.0,"Vancouver International Airport, BC (YVR/CYVR)",sub
1188,2018-09-25,Beechcraft 200 Super King Air,N241CK,Kalitta Charters,1.0,"6,4 km SW of Oscoda Wurtsmith Airport, MI",w/o
1189,2018-09-26,Airbus A321-231 (WL),N994AN,American Airlines,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",non
1190,2018-09-27,Airbus A310-304,C-GFAT,Air Transat,0.0,over North Atlantic Ocean,non
1191,2018-09-27,Cessna 208B Supervan 900,VH-FAY,CGG Aviation Australia,1.0,"120 km E off Sendai, Japan",w/o
1192,2018-09-27,Dassault Falcon 50,N114TD,Air America Flight Services,2.0,"Greenville Downtown Airport, SC (GMU)",sub
1193,2018-09-28,Airbus A320-232,PT-MZJ,LATAM Airlines Brasil,0.0,"São Paulo-Congonhas Airport, SP (CGH)",sub
1194,2018-09-28,Boeing 737-8BK (WL),P2-PXE,Air Niugini,1.0,"0,5 km from Chuuk/Weno International Airport (TKK)",sub
1195,2018-10-01,Antonov An-2T,YV1719,Inversiones Moraima,0.0,42 km SE of Uriman,sub
1196,2018-10-03,Beechcraft 1900C,N575Q,"Ravn Connect, opb Frontier Flying Service",0.0,"Gambell Airport, AK (GAM)",sub
1197,2018-10-03,Antonov An-26,7706,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0.0,Khartoum Airport (KRT),w/o
1198,2018-10-03,Antonov An-32A,7721,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0.0,Khartoum Airport (KRT),w/o
1199,2018-10-08,Boeing 747-4D7,HS-TGF,Thai Airways International,0.0,Bangkok-Suvarnabhumi International Airport (BKK/VTBS),sub
1200,2018-10-09,Boeing 737-7H4 (WL),N287WN,Southwest Airlines,0.0,"Nashville International Airport, TN (BNA/KBNA)",non
1201,2018-10-10,Cessna 208B Grand Caravan EX,PK-JBR,Jhonlin Air Transport,0.0,Beoga Airstrip,sub
1202,2018-10-10,Sukhoi Superjet 100-95B,RA-89011,Yakutia Airlines,0.0,Yakutsk Airport (YKS),sub
1203,2018-10-11,Boeing 737-7H4 (WL),N734SA,Southwest Airlines,0.0,"San Jose, California",non
1204,2018-10-12,Airbus A319-112,N926FR,Frontier Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non
1205,2018-10-12,ATR 72-202,5N-BPE,Overland Airways,0.0,Lagos-Murtala Muhammed International Airport (LOS),w/o
1206,2018-10-12,Boeing 737-8HG (WL),VT-AYD,Air India Express,0.0,Tiruchirappalli-Civil Airport (TRZ),sub
1207,2018-10-15,Boeing 737-7L9 (WL),N7816B,Southwest Airlines,0.0,"Albany, New York",non
1208,2018-10-15,Boeing 777-337ER,VT-ALN,Air India,0.0,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),non
1209,2018-10-29,Boeing 737 MAX 8,PK-LQP,Lion Air,189.0,15 km N off Tanjung Bungin,w/o
1210,2018-10-31,Airbus A330-323,N817NW,Delta Air Lines,0.0,Paris-Charles de Gaulle Airport (CDG),sub
1211,2018-10-31,Airbus A330-203,F-GZCI,Air France,0.0,Paris-Charles de Gaulle Airport (CDG),sub
1212,2018-11-07,Boeing 747-412F,N908AR,Sky Lease Cargo,0.0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",sub
1213,2018-11-08,Antonov An-2R,RA-84674,2nd Arkhangelsk United Aviation Division,0.0,50 km NE of Arkhangelsk-Talaghy Airport (ARH),w/o
1214,2018-11-09,Lockheed C-130E Hercules,4180,Pakistan Air Force,0.0,Chaklala-PAF Base Nur Khan (RWP),w/o
1215,2018-11-09,Boeing 757-23N,N524AT,Fly Jamaica Airways,1.0,Georgetown-Cheddi Jagan International Airport (GEO),sub
1216,2018-11-11,Embraer ERJ-190LR (ERJ-190-100 LR),P4-KCJ,Air Astana,0.0,NE of Lisbon,sub
1217,2018-11-12,Hawker Siddeley HS-125-700A,N406J,Songbird Aviation LLC,0.0,"Winder-Barrow County Airport, GA (WDR)",sub
1218,2018-11-15,de Havilland Canada DHC-8-315Q Dash 8,C-FPAE,PAL Airlines,0.0,"Stephenville International Airport, NL (YJT)",sub
1219,2018-11-16,British Aerospace 3212 Jetstream 32,HK-4394,SARPA - Servicios Aéreos Panamericanos,0.0,Bahía Solano-José Celestino Mutis Airport (BSC),sub
1220,2018-11-20,Boeing 737-8LJ (WL),VP-BCG,Aeroflot,1.0,Moskva-Sheremetyevo Airport (SVO/UUEE),min
1221,2018-11-21,Fairchild SA227-AC Metro III,C-FYAG,Perimeter Aviation,0.0,"Deer Lake Airport, ON (YVZ)",sub
1222,2018-11-22,Boeing 737-53C,OB-2041-P,Peruvian Airlines,0.0,La Paz-El Alto Airport (LPB),sub
1224,2018-11-24,ATR 72-500 (72-212A),AP-BKW,Pakistan International Airlines - PIA,0.0,Karachi-Jinnah International Airport (KHI),sub
1225,2018-11-26,Cessna 525 Citation M2,PP-OEG,ARG Ltda.,4.0,"near Jequitaí-Fazenda Fortaleza de Santa Terezinha Airport, MG",w/o
1226,2018-11-30,Cessna 550 Citation II,N941JM,"Dirt Dynamics, Inc.",0.0,"Fargo-Hector International Airport, ND (FAR)",sub
1227,2018-11-30,Cessna 525A CitationJet CJ2+,N525EG,Estoair LLC,3.0,"4 km WSW of Memphis, IN",w/o
1228,2018-12-01,Airbus A320-232 (WL),N632NK,Spirit Airlines,0.0,"near Las Vegas, NV",non
1229,2018-12-01,Bombardier CRJ-200LR,N202PS,PSA Airlines,0.0,"New York-La Guardia Airport, NY (LGA)",sub
1230,2018-12-03,Hawker 800XP,4X-CUZ,Arrow Aviation Ltd.,0.0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),sub
1231,2018-12-03,Boeing 737-823 (WL),N868NN,American Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
1232,2018-12-04,Boeing 767-332ER (WL),N193DN,Delta Air Lines,0.0,"SUNNS intersection, Osaka",non
1233,2018-12-04,Airbus A320-214,SX-EMY,Ellinair,0.0,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),sub
1234,2018-12-06,Lockheed Martin KC-130J,167981,United States Marine Corps,5.0,"100 km SSE off Muroto Cape, Japan",w/o
1235,2018-12-08,Airbus A320-232 (WL),HS-TXQ,Thai Smile,0.0,near Bangkok-Suvarnabhumi International Airport (BKK/VTBS),non
1236,2018-12-08,Beechcraft 200 Super King Air,VH-ODI,Desert-Air Safaris,0.0,"Mount Gambier Airport, SA (MGB)",sub
1237,2018-12-08,Beechcraft 200 Super King Air,,Unknown,0.0,"Corozo, Sarstún",w/o
1238,2018-12-08,Pilatus Britten-Norman BN-2A-20 Islander,VH-OBL,Par-Avion,1.0,"101 km WSW of Hobart, TAS",w/o
1239,2018-12-10,Airbus A300B4-203 (F),XA-MRC,AeroUnion - Aerotransporte de Carga Union,0.0,Mexico City-Benito Juárez International Airport (MEX),sub
1240,2018-12-11,Boeing 777-333ER,C-FITW,Air Canada,0.0,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),sub
1241,2018-12-15,Learjet 35A,N55FN,Med Air LLC,0.0,"Key West International Airport, FL (EYW)",sub
1242,2018-12-18,Boeing 787-9 Dreamliner,ET-AUP,Ethiopian Airlines,0.0,Oslo-Gardermoen Airport (OSL),sub
1243,2018-12-18,Dornier 228-201,S9-AUN,Africa's Connection STP,0.0,São Tomé Island Airport (TMS/FPST),sub
1244,2018-12-20,Antonov An-26B,9S-AGB,Gomair,7.0,ca 37 km from Kinshasa-N'Djili Airport (FIH),w/o
1245,2018-12-20,Cessna 560 Citation V,N188CW,Chen Aircrafts LLC,4.0,"2 km NE of Atlanta-Fulton County Airport, GA (FTY)",w/o
1246,2018-12-22,PZL-Mielec M28 Skytruck,GNB-96107,Guardia Nacional Bolivariana de Venezuela - GNBV,0.0,Kamarata Airport (KTV),sub
1247,2018-12-24,Antonov An-26B,9T-TAB,Air Force of the Democratic Republic of the Congo,0.0,Beni Airport (BNC),w/o
1248,2018-12-31,Boeing 757-2B7 (WL),N938UW,American Airlines,0.0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub
